تاريخ التسجيل,التصنيف,النوع,سعر المتر (ريال),الإيجار السنوي (ريال),المساحة (م²),المدينة,الحي,المدة (بالأشهر)
2025-10-02,سكني,شقة,177,16000,90,الرياض,الصفاء,12
2025-10-21,سكني,شقة,208,24982,120,الرياض,الصفاء,48
2025-12-31,سكني,شقة,373,40000,107,الرياض,الصفاء,12
2025-11-06,سكني,شقة,566,25500,45,الرياض,الصفاء,12
2025-12-11,سكني,شقة,353,40000,113,الرياض,الصفاء,12
2025-10-29,سكني,شقة,181,20000,110,الرياض,الصفاء,12
2025-12-11,سكني,شقة,394,45000,114,الرياض,الصفاء,12
2025-12-30,سكني,شقة,388,40000,103,الرياض,الصفاء,12
2025-10-05,سكني,شقة,280,25500,91,الرياض,الصفاء,12
2025-10-23,سكني,شقة,312,25000,80,الرياض,الصفاء,12
2026-01-29,سكني,شقة,448,22000,49,الرياض,الصفاء,12
2025-12-31,سكني,شقة,423,25000,59,الرياض,الصفاء,12
2025-12-08,سكني,شقة,400,14000,35,الرياض,الصفاء,12
2026-01-03,سكني,شقة,423,25000,59,الرياض,الصفاء,12
2025-10-19,سكني,شقة,219,32994,150,الرياض,الصفاء,12
2026-06-01,سكني,شقة,312,25000,80,الرياض,الصفاء,12
2026-01-06,سكني,شقة,282,9050,32,الرياض,الصفاء,12
2026-04-15,سكني,شقة,375,30000,80,الرياض,الصفاء,12
2026-02-13,سكني,شقة,171,10300,60,الرياض,الصفاء,12
2025-08-03,سكني,شقة,250,30000,120,الرياض,الصفاء,12
2026-04-01,سكني,شقة,382,44000,115,الرياض,الصفاء,12
2026-01-13,سكني,شقة,150,15000,100,الرياض,الصفاء,12
2025-08-30,سكني,شقة,125,25000,200,الرياض,الصفاء,12
2025-08-26,سكني,شقة,254,30500,120,الرياض,الصفاء,12
2025-09-17,سكني,شقة,240,38500,160,الرياض,الصفاء,12
2026-01-21,سكني,شقة,266,32000,120,الرياض,الصفاء,12
2026-03-02,سكني,شقة,283,28300,100,الرياض,الصفاء,12
2025-09-17,سكني,شقة,303,35694,144,الرياض,الصفاء,60
2025-09-17,سكني,شقة,303,35694,100,الرياض,الصفاء,60
2025-09-17,سكني,شقة,303,35694,120,الرياض,الصفاء,60
2025-09-17,سكني,شقة,293,37479,140,الرياض,الصفاء,60
2026-06-17,سكني,شقة,294,41176,140,الرياض,الصفاء,60
2025-09-17,سكني,شقة,293,37479,120,الرياض,الصفاء,60
2026-06-17,سكني,شقة,294,35294,120,الرياض,الصفاء,60
2025-09-17,سكني,شقة,293,37479,130,الرياض,الصفاء,60
2026-06-17,سكني,شقة,294,38235,130,الرياض,الصفاء,60
2025-09-17,سكني,شقة,303,35694,110,الرياض,الصفاء,60
2025-09-17,سكني,شقة,303,35694,130,الرياض,الصفاء,60
2025-12-03,سكني,شقة,360,36000,100,الرياض,الصفاء,12
2026-07-01,سكني,شقة,320,32000,100,الرياض,الصفاء,12
2026-06-01,سكني,شقة,243,19500,80,الرياض,الصفاء,12
2026-04-02,سكني,شقة,272,30000,110,الرياض,الصفاء,12
2026-03-11,سكني,شقة,50,5000,100,الرياض,الصفاء,12
2026-01-01,سكني,شقة,187,15000,80,الرياض,الصفاء,12
2026-03-04,سكني,شقة,240,24000,100,الرياض,الصفاء,12
2026-02-03,سكني,شقة,104,12500,120,الرياض,الصفاء,12
2026-05-27,سكني,شقة,144,21600,150,الرياض,الصفاء,12
2026-02-02,سكني,شقة,104,12500,120,الرياض,الصفاء,12
2026-02-19,سكني,شقة,375,15000,40,الرياض,الصفاء,12
2026-06-09,سكني,شقة,357,25000,70,الرياض,الصفاء,12
2025-08-30,سكني,شقة,400,48000,120,الرياض,الصفاء,12
2026-03-02,سكني,شقة,450,45000,100,الرياض,الصفاء,12
2026-02-16,سكني,شقة,189,26500,140,الرياض,الصفاء,12
2025-11-25,سكني,شقة,170,17000,100,الرياض,الصفاء,12
2025-08-05,سكني,شقة,600,12000,20,الرياض,الصفاء,12
2026-04-15,سكني,شقة,350,35000,100,الرياض,الصفاء,12
2026-01-01,سكني,شقة,176,8823,50,الرياض,الصفاء,36
2026-01-17,سكني,شقة,440,22000,50,الرياض,الصفاء,12
2026-01-01,سكني,شقة,176,7058,40,الرياض,الصفاء,36
2026-04-16,سكني,شقة,350,35000,100,الرياض,الصفاء,12
2026-01-08,سكني,شقة,222,20000,90,الرياض,الصفاء,12
2025-10-05,سكني,شقة,417,37600,90,الرياض,الصفاء,12
2025-12-30,سكني,شقة,417,37600,90,الرياض,الصفاء,12
2025-12-25,سكني,شقة,195,19500,100,الرياض,الصفاء,12
2026-01-10,سكني,شقة,416,62482,150,الرياض,الصفاء,6
2026-06-17,سكني,شقة,416,62482,150,الرياض,الصفاء,6
2025-12-28,سكني,شقة,220,22000,100,الرياض,الصفاء,12
2025-11-05,سكني,شقة,166,25000,150,الرياض,الصفاء,12
2025-11-01,سكني,شقة,120,24000,200,الرياض,الصفاء,12
2025-11-27,سكني,شقة,188,16999,90,الرياض,الصفاء,12
2025-12-18,سكني,شقة,340,30600,90,الرياض,الصفاء,12
2025-12-04,سكني,شقة,340,30600,90,الرياض,الصفاء,12
2026-04-18,سكني,شقة,355,32000,90,الرياض,الصفاء,12
2025-12-17,سكني,شقة,239,28788,120,الرياض,الصفاء,12
2026-01-01,سكني,شقة,300,18000,60,الرياض,الصفاء,12
2026-01-28,سكني,شقة,208,25000,120,الرياض,الصفاء,12
2026-06-01,سكني,شقة,505,30300,60,الرياض,الصفاء,12
2025-09-20,سكني,شقة,217,19535,90,الرياض,الصفاء,12
2026-05-02,سكني,شقة,266,24000,90,الرياض,الصفاء,12
2026-06-09,سكني,شقة,266,24000,90,الرياض,الصفاء,12
2026-05-20,سكني,شقة,288,26000,90,الرياض,الصفاء,12
2025-09-12,سكني,شقة,175,35000,200,الرياض,الصفاء,12
2025-12-12,سكني,شقة,285,20000,70,الرياض,الصفاء,12
2025-10-07,سكني,شقة,1350,27000,20,الرياض,الصفاء,12
2025-10-09,سكني,شقة,222,20000,90,الرياض,الصفاء,12
2026-03-07,سكني,شقة,400,40000,100,الرياض,الصفاء,12
2025-09-27,سكني,شقة,200,30000,150,الرياض,الصفاء,12
2025-10-12,سكني,شقة,363,40000,110,الرياض,الملك عبدالله,12
2025-09-10,سكني,شقة,307,43000,140,الرياض,الملك عبدالله,12
2026-03-25,سكني,شقة,316,38000,120,الرياض,الملك عبدالله,12
2026-01-13,سكني,شقة,409,45000,110,الرياض,الملك عبدالله,12
2025-08-16,سكني,شقة,158,13500,90,الرياض,الملك عبدالله,12
2025-08-16,سكني,شقة,158,13500,80,الرياض,الملك عبدالله,12
2025-11-07,سكني,شقة,327,36000,110,الرياض,الملك عبدالله,12
2025-11-20,سكني,شقة,209,23000,110,الرياض,الملك عبدالله,12
2025-08-12,سكني,شقة,412,33000,80,الرياض,الملك عبدالله,12
2025-09-20,سكني,شقة,300,45000,150,الرياض,الملك عبدالله,12
2025-12-24,سكني,شقة,326,49000,150,الرياض,الملك عبدالله,12
2025-12-08,سكني,شقة,326,49000,150,الرياض,الملك عبدالله,12
2025-11-12,سكني,شقة,320,48000,150,الرياض,الملك عبدالله,12
2025-10-27,سكني,شقة,283,42500,150,الرياض,الملك عبدالله,12
2025-12-31,سكني,شقة,326,49000,150,الرياض,الملك عبدالله,12
2026-04-15,سكني,شقة,326,49000,150,الرياض,الملك عبدالله,12
2025-09-16,سكني,شقة,333,50000,150,الرياض,الملك عبدالله,12
2026-04-22,سكني,شقة,333,50000,150,الرياض,الملك عبدالله,12
2025-09-17,سكني,شقة,326,49000,150,الرياض,الملك عبدالله,12
2026-04-22,سكني,شقة,326,49000,150,الرياض,الملك عبدالله,12
2025-12-28,سكني,شقة,357,50001,140,الرياض,الملك عبدالله,12
2026-04-14,سكني,شقة,320,48000,150,الرياض,الملك عبدالله,12
2025-11-25,سكني,شقة,313,47000,150,الرياض,الملك عبدالله,12
2026-06-01,سكني,شقة,314,47142,150,الرياض,الملك عبدالله,7
2025-08-04,سكني,شقة,320,48000,150,الرياض,الملك عبدالله,12
2026-05-01,سكني,شقة,320,48000,150,الرياض,الملك عبدالله,12
2026-05-01,سكني,شقة,272,49000,180,الرياض,الملك عبدالله,12
2025-09-22,سكني,شقة,310,46600,150,الرياض,الملك عبدالله,12
2025-11-09,سكني,شقة,327,42600,130,الرياض,الملك عبدالله,12
2025-11-22,سكني,شقة,380,45600,120,الرياض,الملك عبدالله,12
2025-11-16,سكني,شقة,304,42600,140,الرياض,الملك عبدالله,12
2025-12-24,سكني,شقة,327,42600,130,الرياض,الملك عبدالله,12
2025-10-22,سكني,شقة,284,42600,150,الرياض,الملك عبدالله,12
2025-09-25,سكني,شقة,350,45600,130,الرياض,الملك عبدالله,12
2025-10-27,سكني,شقة,380,45600,120,الرياض,الملك عبدالله,12
2025-11-02,سكني,شقة,387,42600,110,الرياض,الملك عبدالله,12
2025-09-22,سكني,شقة,304,45600,150,الرياض,الملك عبدالله,12
2025-12-21,سكني,شقة,380,45600,120,الرياض,الملك عبدالله,12
2026-05-16,سكني,شقة,320,48000,150,الرياض,الملك عبدالله,12
2025-10-09,سكني,شقة,441,48600,110,الرياض,الملك عبدالله,12
2025-09-14,سكني,شقة,304,45600,150,الرياض,الملك عبدالله,12
2025-09-30,سكني,شقة,299,41944,140,الرياض,الملك عبدالله,6
2026-01-07,سكني,شقة,292,41000,140,الرياض,الملك عبدالله,6
2025-11-29,سكني,شقة,312,40600,130,الرياض,الملك عبدالله,12
2026-05-01,سكني,شقة,333,42000,126,الرياض,الملك عبدالله,12
2025-11-26,سكني,شقة,92,36000,390,الرياض,الملك عبدالله,12
2025-08-09,سكني,شقة,320,32000,100,الرياض,الملك عبدالله,24
2026-01-30,سكني,شقة,314,40000,127,الرياض,الملك عبدالله,12
2025-08-27,سكني,شقة,232,36056,155,الرياض,الملك عبدالله,6
2025-12-30,سكني,شقة,228,35468,155,الرياض,الملك عبدالله,6
2025-12-08,سكني,شقة,220,30000,136,الرياض,الملك عبدالله,12
2026-05-04,سكني,شقة,347,40000,115,الرياض,الملك عبدالله,12
2026-01-03,سكني,شقة,296,40000,135,الرياض,الملك عبدالله,12
2025-08-08,سكني,شقة,239,33508,140,الرياض,الملك عبدالله,6
2025-11-26,سكني,شقة,214,30000,140,الرياض,الملك عبدالله,12
2025-10-21,سكني,شقة,270,40600,150,الرياض,الملك عبدالله,12
2025-12-01,سكني,شقة,377,46000,122,الرياض,الملك عبدالله,12
2025-12-26,سكني,شقة,333,30000,90,الرياض,الملك عبدالله,12
2025-11-05,سكني,شقة,333,40000,120,الرياض,الملك عبدالله,12
2025-08-21,سكني,شقة,558,67000,120,الرياض,الملك عبدالله,12
2025-08-21,سكني,شقة,633,76045,120,الرياض,الملك عبدالله,12
2026-01-30,سكني,شقة,231,60000,259,الرياض,الملك عبدالله,12
2026-03-02,سكني,شقة,346,45000,130,الرياض,الملك عبدالله,12
2026-02-19,سكني,شقة,384,50000,130,الرياض,الملك عبدالله,12
2025-11-04,سكني,شقة,368,40500,110,الرياض,الملك عبدالله,12
